matchId,gameDuration,visionScore,wardsBought,consumablesPurchased,damageDealtToChampions,totalHealing,timeSpentDead,ccTimeDealt,minionKills,totalGold,championLevel,summonerLevel,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner2Casts,firstBaron,baronKills,firstDragon,dragonKills,firstInhibitor,inhibitorKills,firstTower,towerKills,damageToObjectives,firstBlood,championKills,firstRiftHerald,riftHeraldKills,champion1,champion2,champion3,champion4,champion5,enemyChampion1,enemyChampion2,enemyChampion3,enemyChampion4,enemyChampion5,1ban1,1ban2,1ban3,1ban4,1ban5,2ban1,2ban2,2ban3,2ban4,2ban5,teamId,win
OC1_401505947,2261,160,18,36,101219,40765,756,615,601,64678,81,608,364,376,102,34,15,30,True,1,False,3,True,3,True,10,64918,False,32,True,1,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,238,203,122,360,35,145,19,24,238,234,200,True
OC1_401505947,2261,152,8,15,88177,28000,1094,1325,587,55750,75,472,354,209,332,131,27,24,False,0,True,2,False,0,False,4,35940,True,25,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,238,203,122,360,35,145,19,24,238,234,100,False
OC1_401403858,1671,94,12,23,83353,33165,671,721,442,57904,74,492,421,211,266,33,19,28,True,1,True,4,True,1,True,9,86589,True,46,True,2,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,19,111,157,420,35,19,80,84,53,25,200,True
OC1_401403858,1671,64,1,7,63776,14901,1300,903,432,43862,64,394,343,175,176,50,22,20,False,0,False,1,False,0,False,1,16669,False,23,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,19,111,157,420,35,19,80,84,53,25,100,False
OC1_401401512,2035,189,8,13,154406,52864,1141,1987,552,67866,82,825,330,333,390,52,30,43,True,1,True,3,False,0,False,6,79689,True,55,False,1,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,234,89,33,25,360,63,105,122,19,99,100,True
OC1_401401512,2035,142,5,13,120422,25507,1891,2436,584,57507,74,409,466,172,214,56,31,26,False,0,False,2,False,0,True,2,27737,False,34,True,1,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,234,89,33,25,360,63,105,122,19,99,200,False
OC1_401368453,1901,129,3,7,59709,48363,452,524,619,59426,79,435,611,217,91,68,33,15,True,2,True,5,True,4,True,11,104776,True,21,True,1,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,82,80,238,202,360,39,89,105,107,235,200,True
OC1_401368453,1901,130,10,21,60255,15242,638,1383,708,48971,74,913,541,231,214,53,23,21,False,0,False,0,False,0,False,1,12350,False,17,False,0,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,82,80,238,202,360,39,89,105,107,235,100,False
OC1_401363900,1779,148,9,16,81887,37344,794,1183,486,61796,77,650,330,99,319,48,36,19,True,1,True,3,True,2,True,10,80992,True,44,True,1,37225015,37290552,37356089,37421626,37487163,37552700,37618237,37683774,37749311,37814848,157,24,53,238,98,202,234,145,238,107,100,True
OC1_401363900,1779,122,9,20,78581,16132,1162,390,520,52097,69,401,637,210,184,46,24,19,False,0,False,1,False,0,False,0,19685,False,26,False,0,37552700,37618237,37683774,37749311,37814848,37225015,37290552,37356089,37421626,37487163,157,24,53,238,98,202,234,145,238,107,200,False
